YearAndSession,BillNumber,Title,Synopsis,bill_summary,programmatic,program_start_year,program_end_year,funding,responsible_party,stakeholders,innovative_summary,innovative_score,child_poverty_direct_summary,child_poverty_direct_score
2024 Regular Session,HB0458,Criminal Procedure - Protection of Identity of Minor Victim,"Providing that a court or a party in a criminal or juvenile delinquency case may not disclose or allow inspection of an electronic or paper court filing to a nonparty to the case unless the court or the party disclosing or allowing inspection of the filing redacts all identifying information relating to a minor victim that appears in the filing, unless the court finds by clear and convincing evidence that there is good cause to order otherwise.","This bill amends criminal procedure to prevent the disclosure of identifying information of minor victims in criminal and juvenile delinquency court filings to nonparties, requiring redaction unless a court finds good cause to order otherwise. It defines ""identifying information"" and ""minor victim"" for this purpose, and allows the Supreme Court of Maryland to adopt rules regarding this redaction.",False,2024.0,,,"Maryland Courts and parties in criminal and juvenile delinquency cases, with the Supreme Court of Maryland having authority to adopt rules.",Minor victims involved in criminal or juvenile delinquency cases.,"This bill makes a procedural change to protect the identity of minor victims in court filings. While important for privacy and victim protection, it does not employ new technologies or significantly innovative approaches to government services or operations; rather, it updates existing legal processes.",2,"This bill focuses on protecting the privacy of minor victims in legal proceedings by redacting their identifying information from public court filings. It does not provide direct financial assistance, services, or interventions aimed at alleviating child poverty.",1
2024 Regular Session,HB0461,Health - State Advisory Council on Quality Care at the End of Life - Renaming,Renaming the State Advisory Council on Quality Care at the End of Life to be the State Advisory Council on Serious Illness Care.,"This bill renames the ""State Advisory Council on Quality Care at the End of Life"" to the ""State Advisory Council on Serious Illness Care."" It updates all references to the council in the Annotated Code of Maryland to reflect this new name. The purpose is to broaden the council's focus from solely end-of-life care to a more comprehensive approach to serious illness care. The council's duties, membership, and operational structure largely remain the same, involving monitoring trends, studying policy impacts, providing recommendations to State agencies and the General Assembly, and promoting public and professional education concerning care at the end of life/serious illness.",False,2024.0,,,State Advisory Council on Serious Illness Care; Department of Aging; Office of the Attorney General; Department of Health; Governor,"Marylanders with serious or life-limiting illnesses, healthcare professionals (physicians, nurses, pharmacists), long-term care providers, health insurance industry, managed care organizations, legal community, hospice care community, advocacy groups, religious groups, hospital industry, nursing home industry, and the general public.","This bill is administrative in nature, focusing on renaming an existing advisory council to broaden its scope. It does not introduce any new technologies or novel approaches to government services or policymaking. The core functions and structure of the council remain unchanged.",1,"This bill renames an advisory council focused on care for serious and life-limiting illnesses. While children may experience serious illnesses, the bill does not establish any direct programs, funding, or specific interventions aimed at addressing or alleviating child poverty. Its focus is on advisory capacity for healthcare quality and policy, not economic support for children in poverty.",1
2024 Regular Session,HB0464,Health Occupations – Practice Audiology – Definition,"Altering the definition of ""practice audiology"" for the purposes of certain provisions of law governing the licensure and regulation of audiologists to include certain procedures that do not require anesthesia.","This bill alters the definition of ""practice audiology"" in Maryland law to expand the scope of services audiologists can provide. It specifically includes the evaluation, diagnosis, management, and treatment of auditory or vestibular conditions, as well as the prescription, ordering, selling, dispensing, or fitting of sound processors for osseointegrated devices and cochlear implants. The bill also clarifies that the practice of audiology includes health screenings, removal of non-impacted foreign bodies and cerumen, ordering certain cultures, bloodwork, and imaging (non-radiographic in-office and ordering radiographic), while explicitly excluding surgical procedures.",False,2024.0,,,Maryland Board of Examiners for Audiologists (under the Department of Health),"Audiologists in Maryland, individuals with hearing or vestibular conditions, and patients using or considering hearing aids, osseointegrated devices, or cochlear implants.","The bill updates the scope of audiology practice to include modern technologies like sound processors for osseointegrated devices and cochlear implants. It also formally includes a wider range of diagnostic and non-surgical procedures, reflecting advancements in audiological care and technology.",7,"This bill redefines the scope of practice for audiologists. While improved access to comprehensive audiology services could indirectly benefit children by addressing hearing and vestibular issues, potentially reducing related educational or healthcare costs for families, it does not directly provide financial assistance, educational programs, or other services specifically targeting child poverty.",1
2024 Regular Session,HB0465,Workplace Fraud and Prevailing Wage - Violations - Civil Penalty and Referrals,"Increasing, from $5,000 to $10,000, the maximum civil penalty for the knowing failure of an employer to properly classify an individual as an employee; and requiring the Commissioner of Labor and Industry, on a showing by clear and convincing evidence that a violation has occurred,  to refer to the Comptroller, certain State's Attorneys, the U.S. Department of Justice, the U.S. Department of Labor, and the U.S. Department of the Treasury complaints that allege a violation of certain tax laws.","This bill increases the maximum civil penalty for employers who knowingly misclassify individuals as contractors instead of employees, from $5,000 to $10,000 per misclassified employee. It also establishes a misdemeanor penalty for knowing misclassification, punishable by a fine up to $5,000 or 60 days imprisonment, or both, per employee. The bill mandates the Commissioner of Labor and Industry to refer complaints alleging violations of certain tax laws (related to misclassification or prevailing wage) to the Comptroller, relevant State's Attorneys, the U.S. Department of Justice, the U.S. Department of Labor, and the U.S. Department of the Treasury. Additionally, it adds a misdemeanor penalty for contractors or subcontractors who knowingly violate prevailing wage laws.",False,2024.0,,,"Commissioner of Labor and Industry, Maryland Department of Labor, Department of Budget and Management, Secretary of State, Comptroller, Maryland Insurance Administration, State's Attorneys, U.S. Department of Justice, U.S. Department of Labor, U.S. Department of the Treasury","Employers, contractors, subcontractors, employees, and federal and state tax and labor enforcement agencies.","The bill enhances existing enforcement mechanisms and strengthens inter-agency cooperation by mandating referrals of tax-related violations to multiple state and federal authorities. While not introducing entirely new technologies or approaches, it systematizes and formalizes cross-agency data sharing and enforcement actions for workplace fraud and prevailing wage violations.",3,"By increasing penalties for employee misclassification and strengthening prevailing wage enforcement, the bill aims to ensure workers receive proper wages, benefits, and tax compliance. This can indirectly reduce child poverty by improving the financial stability and income of working parents, ensuring they receive the full compensation and protections they are legally entitled to, which can uplift household income.",4
2024 Regular Session,HB0468,Commission to Advance Lithium-Ion Battery Safety in Maryland,"Establishing the Commission to Advance Lithium-Ion Battery Safety in Maryland to study and make legislative, regulatory, programmatic, or other recommendations regarding certain best practices, standards, and guidelines; requiring the Commission to submit an interim progress report to the Legislative Policy Committee by December 1, 2024; and requiring the Commission to submit a final report of its findings and recommendations to the Governor and the General Assembly by December 1, 2025.","This bill establishes the Commission to Advance Lithium–Ion Battery Safety in Maryland. The Commission is tasked with studying and making recommendations on best practices, standards, and guidelines for preventing, detecting, and suppressing lithium-ion battery fires in consumer, transportation, and utility applications, as well as at recycling facilities. It will also examine the viability of extended producer responsibility for batteries, and develop training and education for the public and first responders on battery safety. The Commission is required to submit an interim report by December 1, 2024, and a final report with findings and recommendations by December 1, 2025.",False,2024.0,2025.0,,"Commission to Advance Lithium–Ion Battery Safety in Maryland, staffed by the Office of the State Fire Marshal","The public, first responders, lithium-ion battery manufacturers, vehicle propulsion battery manufacturers, utility companies, recycling facilities, vehicle dismantling sector, battery recycling trade groups, and various Maryland state agencies and associations involved in environment, energy, natural resources, public service, and fire safety.","The bill addresses a modern and evolving technological safety concern – lithium-ion batteries – through the traditional governmental mechanism of establishing a study commission. While the subject matter is current, the approach of forming a commission to research and recommend policy is not innovative in itself. The commission will explore current best practices, potential extended producer responsibility, and public education regarding this technology.",4,"This bill focuses on public safety related to lithium-ion batteries and does not contain any provisions that directly address child poverty. Its impact is on general safety and environmental practices, without a specific mechanism for poverty reduction.",1
2024 Regular Session,HB0471,Election Law - Postelection Procedures,"Altering the records and documents that a board of canvassers is required to investigate under certain circumstances; altering the responsibilities of the State Administrator, the State Board of Elections, and the Board of State Canvassers regarding the certification of election results; authorizing the members of the Board of State Canvassers to appoint certain designees to serve on the Board of State Canvassers; and altering the responsibilities of the Governor regarding election results.","This bill modifies Maryland's post-election procedures. It alters the records and documents that boards of canvassers must investigate for errors, clarifies the responsibilities of the State Administrator, State Board of Elections, and Board of State Canvassers in certifying election results, and authorizes members of the Board of State Canvassers to appoint designees. Additionally, it changes the Governor's responsibilities regarding election results, including the issuance of certificates and posting proclamations on the State Board's website.",False,2024.0,,,"State Administrator, State Board of Elections, Board of State Canvassers, and the Governor of Maryland","Maryland election officials, including local boards of canvassers, the State Administrator, the State Board of Elections, the Board of State Canvassers, the Governor, and indirectly, Maryland voters and political candidates.","The bill primarily focuses on administrative and procedural adjustments to existing election law. The most notable update is the requirement for the Governor to post election proclamations on the State Board's website instead of publishing them in newspapers, which is a minor technological shift towards digital communication but not a new or innovative approach to governance.",2,"This bill deals exclusively with election law and post-election procedures. It has no direct provisions, funding, or mechanisms that would directly impact or address child poverty.",1
2024 Regular Session,HB0472,Education - School Mapping Data Program - Established,Establishing the School Mapping Data Program in the Maryland Center for School Safety; providing that the purpose of the Program is to provide funds to local school systems to produce school mapping data for each public school and public charter school in the county to assist first responders in responding to emergencies at a school; authorizing the use of the Safe Schools Fund to provide funding to local school systems for the program; and requiring a certain custodian of records to deny inspection of school mapping data.,"This bill establishes the School Mapping Data Program within the Maryland Center for School Safety. Its purpose is to provide funds to local school systems to create detailed electronic or digital school mapping data for every public school, including public charter schools. This data is designed to assist first responders during emergencies and must comply with facility mapping standards adopted by the Interagency Commission on School Construction. The School Safety Subcabinet may use the Safe Schools Fund to provide grants for this program. Additionally, the bill restricts public inspection of this sensitive school mapping data.",True,2024.0,,,Maryland Center for School Safety,"Local school systems, public schools (including public charter schools), local law enforcement agencies, first responders, students, and school personnel.","The program leverages digital and electronic mapping technology to create standardized, detailed facility maps compatible with various software platforms used by public safety agencies and potentially integrated into interactive mobile platforms. This systematic approach to school safety planning, using precise digital data for emergency response, represents a modern and technologically integrated approach to public safety and preparedness.",7,"This program focuses on improving school safety through advanced mapping data for emergency responders. While a safer school environment can indirectly benefit all students, including those experiencing poverty, by fostering a more stable learning environment, it does not directly address the economic or social factors that contribute to child poverty. Therefore, its direct impact on child poverty is minimal.",2
2024 Regular Session,HB0475,Education - Open-Source Phonics Matching Grant Program - Establishment (Open-Source Phonics Matching Grant Program Act),"Establishing the Open-Source Phonics Matching Grant Program within the State Department of Education to provide free, open-source phonics learning materials to be used by adults to tutor students; requiring the Department to periodically review the open-source phonics learning materials to ensure the materials are consistent with best practices in literacy education, including the science of reading; and requiring the Governor each fiscal year to include in the annual budget bill an appropriation of $150,000 to the Program.","This bill establishes the Open-Source Phonics Matching Grant Program within the State Department of Education. The program provides matching funds to eligible open-source phonics organizations (nonprofit organizations, institutions of higher education, or public libraries) that produce or distribute free, open-source phonics learning materials. These materials are to be used by adults to tutor students in Maryland and must align with best practices in literacy education, including the science of reading. The Department will administer the program, review materials for consistency with best practices, and report on the program's effectiveness biennially.",True,2024.0,,150000.0,State Department of Education,"Open-source phonics organizations (nonprofit organizations, institutions of higher education, and public libraries), adults who tutor students, and students in the State of Maryland.","The program employs an innovative approach by leveraging an ""open-source"" model for educational materials, promoting free distribution, and allowing modification of learning resources. This method, combined with state matching grants for distribution, represents a modern strategy for disseminating educational content and ensuring alignment with the ""science of reading,"" which reflects current research-backed best practices.",7,"While not directly providing financial assistance, the program has a strong indirect potential to impact child poverty by improving literacy rates among students through effective phonics instruction and adult tutoring. Enhanced literacy is a foundational skill that significantly improves educational attainment, future employment prospects, and overall economic stability, thereby contributing to breaking cycles of poverty.",7
2024 Regular Session,HB0476,Criminal Procedure - Forensic Genetic Genealogical DNA Analysis and Search - Applicability for Deceased and Missing Individuals,Providing that certain provisions of law regarding the use of a certain forensic genetic genealogical DNA analysis and search (FGGS) do not apply when the FGGS is conducted solely for the purpose of identifying an individual who is deceased or the subject of a certain missing person report and whose whereabouts are unknown.,This bill clarifies that certain legal restrictions on Forensic Genetic Genealogical DNA Analysis and Search (FGGS) do not apply when the analysis is conducted solely for the purpose of identifying an individual under the age of 18 years who is either deceased or the subject of a missing person report filed with a law enforcement agency in Maryland.,False,2024.0,,,Maryland law enforcement agencies,"Families of deceased or missing individuals under 18, law enforcement agencies, and the broader criminal justice system in Maryland.","The bill does not introduce new technology, but it expands the permissible application of an existing innovative forensic technique (Forensic Genetic Genealogical DNA Analysis and Search or FGGS) by removing certain restrictions for the identification of deceased or missing individuals under 18. This represents an innovative approach to utilizing advanced DNA analysis for humanitarian and public safety purposes.",6,"This bill focuses on criminal procedure and the identification of deceased or missing children. While it addresses a critical public safety and humanitarian concern for families, it does not directly offer financial aid, services, or policies designed to alleviate the economic causes or symptoms of child poverty. Its impact on child poverty is indirect, if at all, by providing resolution to traumatic family situations, but not by addressing economic hardship.",1
2024 Regular Session,HB0481,Natural Resources - Antlerless Deer Hunting Programs - Authorization,Authorizing a person to receive a raffle ticket for each antlerless deer hunted by the person during a certain raffle program that has as its objective the hunting of antlerless deer.,"This bill authorizes individuals to receive a raffle ticket for each antlerless deer hunted during specific raffle programs. These programs must be held in January, aim to hunt antlerless deer, and have been previously held at least once between January 1, 2020, and January 30, 2024. This change provides an exception to the general prohibition on selling, bartering, or exchanging game mammals.",False,2020.0,,,Maryland Department of Natural Resources,Hunters participating in antlerless deer raffle programs in Maryland.,"This bill modifies existing regulations to allow for raffle tickets in certain antlerless deer hunting programs. It does not introduce new technologies or significantly change governmental approaches; rather, it provides a legal exception for a specific type of incentive within recreational hunting.",2,This bill is related to hunting regulations and does not have a direct impact on child poverty. Its focus is on game management and recreational hunting incentives.,1
2024 Regular Session,HB0486,Residential Property Sales - Contract Disclosures - Superfund Sites,"Requiring the seller of residential real property located within 1 mile of a National Priorities List (NPL) Superfund site to provide the buyer with an addendum to the contract for the sale of the property that contains the identification of the Superfund site, the definition of an NPL Superfund site, web addresses for certain websites, and a notice that the buyer may void the contract of sale within 5 days after signing and dating the contract of sale.","This bill requires sellers of residential real property located within one mile of a National Priorities List (NPL) Superfund site to provide buyers with a specific addendum to the contract of sale. This addendum must identify the Superfund site, define it, include URLs for relevant U.S. Environmental Protection Agency websites, and notify the buyer that they may void the contract within 5 days of signing and receive a full refund.",False,2024.0,,,Sellers of residential property; implicitly overseen by the Maryland Real Estate Commission regarding real estate practices.,Sellers and buyers of residential real property in Maryland located within one mile of a National Priorities List (NPL) Superfund site.,"This bill updates existing real estate disclosure requirements. It does not introduce new technologies or innovative government approaches, but rather clarifies and expands information disclosure for consumers regarding environmental hazards near residential properties.",1,"This bill focuses on consumer protection in real estate transactions by mandating disclosures about environmental hazards. While living in a safe environment is beneficial, the bill does not directly address financial, educational, or social support mechanisms that would alleviate child poverty.",1
2024 Regular Session,HB0490,Income Tax - Subtraction Modification for Donations to Diaper Banks and Other Charitable Entities - Sunset Extension,"Extending the termination date applicable to a subtraction under the Maryland income tax for certain donations to diaper banks and other charitable entities; and applying the Act to all taxable years beginning after December 31, 2020, but before January 1, 2027.","This bill extends the termination date of an existing Maryland income tax subtraction for donations made to diaper banks and other qualified charitable entities. The subtraction applies to donations of disposable diapers, other hygiene products for infants or children, feminine personal hygiene products, or cash specifically designated for these items. The original termination date of June 30, 2024, is extended to June 30, 2027.",False,2021.0,2027.0,,Maryland Comptroller's Office,"Maryland taxpayers (individuals and corporations) who make donations, diaper banks, homeless shelters, domestic violence shelters, religious organizations, other charitable entities, and individuals (especially infants, children, and those in need of feminine hygiene products) who receive donated hygiene products.","The bill extends an existing tax subtraction. While the original policy supported specific charitable donations, the act of extending a tax incentive is not inherently innovative in terms of employing new technologies or novel government approaches.",2,"The bill directly supports the provision of essential hygiene products, such as diapers and other items for infants and children, to individuals free of charge. This directly addresses a basic need and helps alleviate financial burdens on low-income families, thereby having a significant direct impact on child poverty by making these necessary items accessible.",9
2024 Regular Session,HB0495,Education - Baltimore County School Board Nominating Commission - Publishing and Meetings Requirements,Requiring the Baltimore County School Board Nominating Commission to publish the names of the candidates for appointment to the Baltimore County Board of Education on the Commission's website before interviewing the candidates; requiring meetings of the Commission that involve action on a candidate for appointment to the county board to be public; and requiring certain meetings of the Commission to be held without the public in attendance and recorded and for the recording to be provided within 48 hours of receiving a request for the recording.,"This bill enhances transparency for the Baltimore County School Board Nominating Commission by requiring it to publish the names of candidates for appointment to the Baltimore County Board of Education on its website before interviewing them. It mandates that certain meetings involving candidate interviews, deliberations, or actions be open to the public. For meetings that are closed to the public (specifically interviews and deliberations), the Commission must record them and provide a copy for public inspection within 48 hours of a request. The bill also clarifies that applications and records submitted by applicants are not confidential and are subject to disclosure.",False,2024.0,,,Baltimore County School Board Nominating Commission,"Residents of Baltimore County, especially those interested in education and local governance; candidates for the Baltimore County Board of Education.","The bill enhances government transparency by mandating the use of the Commission's website for publishing candidate names and for providing live and archived video recordings of public meetings. It also requires recording of certain closed meetings and making those recordings available digitally, leveraging technology to improve public access and oversight.",6,"This bill focuses on improving transparency and public access to information regarding the selection process for the Baltimore County Board of Education. While a more transparent and accountable school board *could* indirectly lead to policies that benefit children in poverty, the bill itself does not directly establish programs, provide services, or allocate funds to alleviate child poverty.",1
2024 Regular Session,HB0496,Criminal Law - Sexual Crimes - Definition of Consent and Repeal of Force,"Requiring certain facts to be considered when determining whether a lack of consent exists for the purposes of determining certain sexual crimes; altering the elements of second-degree rape to remove the requirement of use of force or threat of force; and requiring the Maryland Judiciary to report to the General Assembly, beginning October 1, 2024, and each October 1 thereafter, certain data for the preceding calendar year, disaggregated by county and offender age, race, and sex.","This bill redefines ""consent"" for sexual crimes in Maryland to mean clear and voluntary agreement, specifying that consent can be withdrawn and is determined by the totality of circumstances, including words and conduct. It explicitly states that a prior relationship or manner of dress does not imply consent and that submission due to fear, threat, or coercion does not constitute consent. It also alters the elements of second-degree rape by removing the requirement of ""force or threat of force"" and replacing it with ""without the consent of the other."" Additionally, the bill mandates the Maryland Judiciary to annually report data on charges and convictions for certain sexual crimes, disaggregated by county, offender age, race, and sex, starting October 1, 2024, until April 30, 2029.",False,2024.0,2029.0,,Maryland Judiciary,"Individuals involved in sexual crime cases (victims and defendants), the Maryland legal system (courts, prosecutors, law enforcement), and the General Assembly.","The bill establishes a clearer, more explicit definition of consent in criminal law, moving towards an affirmative consent standard, and implements a structured data collection and reporting system for sexual crime statistics. While these are important legal and transparency reforms, they do not involve new technologies or groundbreaking government approaches beyond standard data collection and legislative updates.",3,"This bill addresses legal definitions and reporting requirements for sexual crimes. While contributing to a safer society could indirectly benefit all citizens, including children, it does not directly implement programs, services, or economic measures aimed at alleviating child poverty.",1
2024 Regular Session,HB0497,Hunting - Nonresident Sika Deer Stamp - Fee Alteration,Altering the fee for nonresident sika deer stamps from $25 to $200.,"This bill alters the fee for a nonresident sika deer hunting stamp in Maryland, increasing it from $25.00 to $200.00.",False,2024.0,,,Maryland Department of Natural Resources,Nonresident sika deer hunters in Maryland,This bill is not innovative; it simply changes an existing fee for a hunting stamp.,1,"This bill has no direct impact on child poverty, as it only increases a hunting stamp fee for nonresidents.",1
2024 Regular Session,HB0498,Real Property - Access to Counsel in Evictions Program - Mandated Reports,"Altering the information relating to the Access to Counsel in Evictions Program required to be reported by the Maryland Legal Services Corporation each year to include disaggregation by case type, the amount paid to attorneys for each case managed, the geographic distribution of cases, the disposition of cases decided, the amount of State and federal funds allocated to each designated organization, and the number of individuals provided legal representation for multiple cases.","This bill modifies the annual reporting requirements for the Maryland Legal Services Corporation (MLSC) regarding the Access to Counsel in Evictions Program. It mandates more detailed information in the reports, including the number of cases disaggregated by type (nonpayment of rent, tenant holdover, breach of lease), the amount paid to attorneys per case, the geographic distribution of cases, data on case dispositions, the allocation of state and federal funds to designated organizations, and the number of covered individuals provided legal representation for multiple cases. These new reporting requirements take effect October 1, 2024, and will be abrogated on June 30, 2027.",False,2024.0,2027.0,,Maryland Legal Services Corporation (MLSC),Low-income residential occupants (tenants) in Maryland who are eligible for legal representation under the Access to Counsel in Evictions Program.,"This bill focuses on altering the reporting requirements for an existing program. It does not introduce new technologies or novel approaches to government service delivery itself, but rather refines the oversight and data collection of an existing initiative.",1,"While this bill solely amends reporting requirements, the Access to Counsel in Evictions Program, which is the subject of these reports, has a high potential for direct impact on child poverty. By providing legal representation to low-income individuals facing eviction, the program directly works to prevent homelessness and maintain stable housing for families. This stability is crucial for children's well-being, access to education, and overall development, thus directly alleviating a major contributing factor to child poverty.",9
2024 Regular Session,HB0499,Health Occupations - Private Dental Offices - Infection Control,Requiring each owner of a private dental office to designate a licensed dentist to be the supervising dentist for the private dental office; requiring a supervising dentist to complete the registration required by the State Board of Dental Examiners and be responsible for all infection control activities within the private dental office; authorizing the Board to charge a fee for the registration of a supervising dentist under the Act; etc.,"This bill requires owners of private dental offices to designate a licensed dentist as a supervising dentist. This supervising dentist must register with the State Board of Dental Examiners and will be responsible for all infection control activities within the office, including adherence to CDC guidelines, water quality testing, and spore testing. Owners must also designate an interim supervising dentist if the primary one relinquishes duties. The State Board of Dental Examiners is authorized to charge a registration fee for supervising dentists.",False,2024.0,,,State Board of Dental Examiners,"Owners of private dental offices, licensed dentists, and dental patients in Maryland.","This bill enhances existing regulatory frameworks for health and safety in dental offices by formalizing the role of a 'supervising dentist' responsible for infection control. It leverages established guidelines (CDC) and standard practices (water/spore testing). While it improves oversight, it does not introduce new technologies or novel governmental approaches, rather it refines existing practices.",2,"The bill aims to improve infection control in private dental offices, which contributes to general public health. While better health outcomes for children are beneficial, this bill does not directly address the economic or social factors that contribute to child poverty. Its impact on child poverty would be very indirect, through improved health access and outcomes for children receiving dental care.",1
2024 Regular Session,HB0501,Charter Counties - Enforcement of Local Laws,"Increasing from $1,000 to $5,000 the maximum amount of a civil or criminal fine that may be imposed by a charter county to enforce certain local laws enacted by the county.","This bill increases the maximum civil and criminal fines that a charter county in Maryland may impose to enforce its local laws. The maximum fine is raised from $1,000 to $5,000 for most local law violations.",False,2024.0,,,Charter counties in Maryland,"Residents and entities within Maryland's charter counties who are subject to local laws, and the charter counties themselves in their enforcement capacity.","This bill primarily adjusts the maximum monetary penalties for enforcing existing local laws. It does not introduce any new technologies, services, or novel approaches to government or law enforcement.",1,"The bill increases the maximum fines for violating local laws. While fines can disproportionately affect low-income families, potentially exacerbating financial hardship for those with children, the bill does not establish any direct program or intervention aimed at addressing child poverty. Its impact on child poverty is indirect and potentially negative for some families.",2
2024 Regular Session,HB0504,Department of Planning - Maryland Humanities Council - Appropriation to the Marilyn Hatza Memorial Strengthening the Humanities Investment in Nonprofits for Equity (SHINE) Grantmaking Initiative,"Authorizing the Governor to include in the annual budget bill an appropriation of $1,000,000 each year to the Department of Planning to be used as a grant to the Maryland Humanities Council for the Marilyn Hatza Memorial Strengthening Humanities Investment in Nonprofits for Equity (SHINE) Grantmaking Initiative; and requiring the Maryland Humanities Council to select, award, and report on grants to qualifying nonprofit organizations under the SHINE Grantmaking Initiative.","This bill authorizes the Governor to include an annual appropriation of $1,000,000 in the state budget to the Department of Planning, which will then provide these funds to the Maryland Humanities Council. These funds are for the Marilyn Hatza Memorial Strengthening the Humanities Investment in Nonprofits for Equity (SHINE) Grantmaking Initiative. The initiative aims to provide general operating grants to small and mid-size humanities, arts, cultural, and educational nonprofit organizations, considering geographic and racial diversity in the selection process. The Council is required to submit an annual report detailing grant recipients, amounts, and how funds were used to create/preserve jobs, support operations, or sustain humanities programs.",True,2024.0,,1000000.0,Maryland Humanities Council,"Small and mid-size humanities, arts, cultural, and educational nonprofit organizations in Maryland, and the communities they serve.","The program establishes a grantmaking initiative, which is a traditional government function. While the focus on geographic and racial diversity in grant selection is a positive and equitable approach, the mechanism itself does not employ new technologies or significantly innovative government approaches beyond standard grant administration.",3,"The program provides grants to humanities, arts, cultural, and educational nonprofits. While these organizations can offer educational and cultural enrichment that indirectly benefits children and families, the bill does not outline specific programs or funding mechanisms directly targeting child poverty reduction. Any impact on child poverty would be indirect, through the general community support provided by the funded organizations.",2
2024 Regular Session,HB0506,Sexual Harassment Prevention Training - Morgan State University and St. Mary's College of Maryland - Training Format,"Providing that a certain required sexual harassment prevention training for employees of Morgan State University and St. Mary's College of Maryland may consist of webinar, computer-based, or online training if the training includes a certain evaluative component.","This bill amends the requirements for sexual harassment prevention training for employees of Morgan State University and St. Mary’s College of Maryland. It allows these institutions to offer the mandatory training via webinar, computer-based, or online formats, provided the training includes an evaluative component to ensure employee engagement and comprehension of the objectives.",False,2024.0,,,Morgan State University and St. Mary’s College of Maryland,"Employees of Morgan State University and St. Mary’s College of Maryland, and their respective Human Resources/training departments.","The bill updates the acceptable formats for sexual harassment prevention training to include webinar, computer-based, or online options, explicitly requiring an evaluative component for engagement and comprehension. While online training is a common modern practice, formalizing and mandating these specific elements for state employees in higher education modernizes the administrative approach to compliance training.",4,This bill focuses exclusively on the administrative details of sexual harassment prevention training for adult university employees. It does not include any provisions or mechanisms that would directly affect child poverty.,1
2024 Regular Session,HB0507,Allegany and Garrett Counties - Property Tax - Credit for Construction of Housing,"Authorizing the governing bodies of Allegany County and Garrett County and municipal corporations located in Allegany County and Garrett County to grant, by law, a property tax credit on certain newly constructed dwellings; prohibiting the tax credit from exceeding $10,000; and applying the Act to all taxable years beginning after June 30, 2024.","This bill authorizes the governing bodies of Allegany County and Garrett County, and municipal corporations within them, to grant a property tax credit for newly constructed residential real property. To qualify, the dwelling must have a building permit issued on or after June 1, 2024, be occupied by the purchaser as their principal residence, and be constructed with a sprinkler system, an on-site sewage disposal system, or fixed broadband internet access. The credit may not exceed $10,000 and can be claimed for up to 5 taxable years. The State will reimburse the counties and municipal corporations an amount equal to 50% of the foregone property tax revenue due to these credits.",True,2024.0,,,"Allegany County and Garrett County governing bodies and municipal corporations, in conjunction with the State Department of Assessments and Taxation (implied) and the Comptroller's office for reimbursement.","Purchasers of newly constructed dwellings in Allegany and Garrett Counties, property developers, and the local governments of Allegany and Garrett Counties and their municipal corporations.","The program uses a standard property tax credit mechanism to incentivize specific features in new home construction, such as sprinkler systems, advanced sewage disposal, and fixed broadband internet access. While tax credits are not new, tying them to modern infrastructure like broadband connectivity has a moderate level of innovation for local government incentives.",5,"This bill does not directly address child poverty. It incentivizes the construction and purchase of new homes, which typically cater to market-rate housing and do not include provisions for affordability or direct financial assistance to low-income families with children. The focus is on housing features rather than affordability or access for vulnerable populations.",1
2024 Regular Session,HB0508,Children - Labor Trafficking,"Altering the definition of ""abuse"" to include labor trafficking of a child by any individual for purposes of provisions of law governing children in need of assistance cases and child abuse and neglect reporting; expanding provisions of law relating to the Safe Harbor Regional Navigator Grant Program to apply to child victims of labor trafficking; and requiring the Department of Human Services to include labor trafficking in its annual report on child sex trafficking to the Governor and the General Assembly.","This bill expands the definition of ""abuse"" in Maryland law to include labor trafficking of a child by any individual, for the purposes of children in need of assistance cases and child abuse and neglect reporting. It also broadens the scope of the existing Safe Harbor Regional Navigator Grant Program to include child victims of labor trafficking, ensuring they receive necessary services. The bill specifies that local departments should refer suspected child victims of labor trafficking to regional navigators for services.",True,2024.0,,,"Maryland Department of Human Services, local departments of social services, and the Executive Director overseeing the Safe Harbor Regional Navigator Grant Program.","Child victims of labor trafficking, local departments of social services, the Department of Juvenile Services, sexual assault crisis programs, child advocacy programs, local offices of the Office of the Public Defender, and other state and local agencies involved in child protection and victim services.","This bill expands existing legal definitions and an established grant program to address labor trafficking as a form of child abuse. While it provides crucial updates to address a significant issue, it primarily leverages and extends existing frameworks rather than introducing new technologies or fundamentally new approaches to government services or program delivery.",3,"Child labor trafficking disproportionately affects children from impoverished backgrounds, making them vulnerable to exploitation. By expanding the definition of abuse to include labor trafficking and providing comprehensive support services (such as safety planning, emergency housing, counseling, legal services, and case management) through the Safe Harbor Regional Navigator Grant Program, this bill directly intervenes to protect children from exploitative situations. This intervention can help stabilize their lives, facilitate their recovery, and provide pathways out of the cycles of poverty that often make them targets for trafficking.",8
