YearAndSession,BillNumber,Title,Synopsis,bill_summary,programmatic,program_start_year,program_end_year,funding,responsible_party,stakeholders,innovative_summary,innovative_score,child_poverty_direct_summary,child_poverty_direct_score
2023 Regular Session,HB0237,Sales and Use Tax Exemption - Redevelopment Areas in Baltimore County - Sunset Extension,"Extending, until July 1, 2036, the termination date applicable to an exemption from the sales and use tax for certain construction material or warehousing equipment purchased for use in a certain target redevelopment area in Baltimore County.","This bill extends the sales and use tax exemption for certain construction materials and warehousing equipment purchased for use in specific target redevelopment areas in Baltimore County. These areas are defined as properties previously owned by Bethlehem Steel Corporation or its subsidiaries, and that were, as of January 1, 2016, part of the Voluntary Cleanup Program. The exemption, originally set to expire on June 30, 2026, is now extended until June 30, 2036.",False,2016.0,2036.0,,Comptroller of Maryland,Businesses and developers purchasing construction materials or warehousing equipment for use in designated target redevelopment areas in Baltimore County that were formerly Bethlehem Steel sites and are part of the Voluntary Cleanup Program.,"This bill extends an existing sales and use tax exemption, which is a conventional legislative tool to incentivize economic development. It does not introduce new technologies or novel governmental approaches.",1,"The bill provides a tax exemption for businesses in specific redevelopment areas, aiming to stimulate economic development. Any impact on child poverty would be indirect, through potential job creation or economic growth, rather than direct aid or programs targeted at children or low-income families.",1
2023 Regular Session,HB0238,Massage Therapy - Discipline,"Authorizing the State Board of Massage Therapy Examiners to grant a stay of enforcement of a Board order in accordance with the Administrative Procedure Act; prohibiting an order of the Board from being stayed pending judicial review; authorizing the Board to appeal a decision that reverses or modifies its order; altering the grounds for disciplining massage therapists and procedures related to the discipline of massage therapists, including appeals procedures and reinstatement procedures; etc.","This bill amends the Maryland Massage Therapy Act to broaden the definition of ""practice massage therapy"" to include professional engagement with or without compensation. It grants the State Board of Massage Therapy Examiners the authority to stay enforcement of its orders, revises the grounds for disciplining massage therapists to include failure to comply with a Board order, and modifies procedures for appeals and license reinstatement. Additionally, it adjusts the application of penalties for practicing massage therapy without a license or registration, excluding individuals whose license expired less than six months prior from certain severe penalties.",False,2023.0,,,State Board of Massage Therapy Examiners,"Massage therapists, massage practitioners, applicants for massage therapy licenses or registrations, and the public.",The bill focuses on updating existing administrative and regulatory procedures for professional licensing and discipline within the field of massage therapy. It does not introduce new technologies or innovative governmental approaches.,1,"This bill concerns the professional regulation and discipline of massage therapists. It does not provide direct services, financial assistance, or systemic changes that would directly impact child poverty.",1
2023 Regular Session,HB0239,Accessory Dwelling Unit Policy Task Force,"Establishing the Accessory Dwelling Unit Policy Task Force to survey and document a representative sampling of the variety of ordinances, laws, codes, and policies regarding the development and operation of accessory dwelling units in areas zoned for single-family residential use; and requiring the Task Force to report to the Governor and General Assembly on its activities on or before November 1, 2023, and its findings and recommendations on or before June 1, 2024.","This bill establishes the Accessory Dwelling Unit Policy Task Force to survey State and local codes, laws, ordinances, and policies regarding the development and operation of accessory dwelling units (ADUs) in single-family residential zones. The Task Force will study best practices for streamlining the permit application process for ADUs and make legislative or other policy recommendations, including a list of best practices for local governments, to holistically address practical issues and impacts of ADUs on local housing markets, neighborhood livability, and other related policies.",False,2023.0,2025.0,,The Department of Planning and the Governor of Maryland (who designates the chair and appoints members).,"The task force consists of members from the Senate, House of Delegates, Department of Planning, Department of Housing and Community Development, Maryland Association of Counties, Maryland Municipal League, Maryland Building Industry Association, Maryland Association of Realtors, Community Associations Institute, American Institute of Architects Maryland, American Association of Retired Persons Maryland, Maryland Coalition for Interior Designers, and individuals with experience in planning and development. The recommendations could impact property owners, developers, and residents seeking housing, particularly affordable housing options.",The establishment of a task force to study policy and make recommendations is a conventional governmental approach and does not employ new technologies or significantly innovative methods.,1,"While increasing the supply of accessory dwelling units could indirectly contribute to housing affordability, which in turn might alleviate housing instability for families, the task force itself does not directly provide services or resources to reduce child poverty. Its impact is advisory and therefore indirect.",2
2023 Regular Session,HB0240,Correctional Officers' Retirement System - Special Death Benefits - Applicability,Authorizing an application for special death benefits to be made for the death of certain members of the Correctional Officers' Retirement System.,"This bill allows surviving spouses of correctional officers who died by homicide on or after June 1, 2001, in the course of duty, to apply for special death benefits from the Correctional Officers' Retirement System. The application deadline is December 31, 2023. If awarded, the benefits include a lump sum payment of the special death benefit that would have been paid from the date of death, with interest, adjusted for any previously paid benefits. The bill clarifies and retroactively applies provisions for special death benefits.",False,2023.0,2023.0,,Board of Trustees for the State Retirement and Pension System,"Surviving spouses and children under 26 or disabled children of correctional officers who died by homicide in the line of duty on or after June 1, 2001.",This bill primarily clarifies and retroactively applies eligibility for existing special death benefits. It does not introduce new technologies or novel approaches to government services.,1,"By providing financial benefits, including an allowance and a retroactive lump sum payment, to surviving spouses and children of deceased correctional officers, the bill has a direct potential to alleviate financial hardship for these families. This can significantly impact child poverty by ensuring a more stable income source for families who have lost a parent due to a line-of-duty homicide.",8
2023 Regular Session,HB0242,"Massage Therapy - Definition, Registration, and Reimbursement","Altering the definition of ""massage therapy""; altering the date after which the option to be registered by the State Board of Massage Therapy Examiners to practice massage therapy in a setting that is not a health care setting will no longer be available; and repealing a provision of law that provides that certain provisions of law do not require a nonprofit health insurance plan, an insurer, a health maintenance organization, or a person acting as a third party administrator to reimburse certain individuals for services rendered.","This bill modifies the regulations concerning massage therapy in Maryland. It alters the definition of ""massage therapy"" and extends the deadline for individuals to qualify for registration with the State Board of Massage Therapy Examiners, changing it from September 30, 2023, to September 30, 2024. A key change is the repeal of a provision that previously exempted nonprofit health insurance plans, insurers, health maintenance organizations, and third-party administrators from reimbursing licensed massage therapists or registered massage practitioners for their services. This change makes it possible for these entities to be required to reimburse for massage therapy.",False,2023.0,,,State Board of Massage Therapy Examiners,"Licensed massage therapists, registered massage practitioners, individuals seeking to enter the massage therapy profession, health insurance plans, insurers, health maintenance organizations, third-party administrators, and the general public seeking massage therapy services.","The bill focuses on updating existing regulations, definitions, and reimbursement policies for massage therapy within Maryland. It does not introduce new technologies, novel governmental approaches, or innovative service delivery models. Its primary aim is to modernize the regulatory framework for an established health occupation.",1,"The bill primarily addresses the regulation and reimbursement structure for massage therapy. While improved access to healthcare services can indirectly benefit families, this bill does not directly establish programs or allocate resources specifically aimed at alleviating child poverty through direct aid, educational initiatives, or other poverty-focused interventions. Any potential impact on child poverty would be highly indirect through changes in healthcare access or provider income.",1
2023 Regular Session,HB0243,Baltimore City Young Readers Program and Young Readers Matching Grant Program - Alterations (Young Readers Program Act of 2023),"Transferring the Baltimore City Young Readers Program and the Young Readers Matching Grant Program to the Maryland State Library Agency;  requiring program grant applicants to include the distribution of books to children in low-income zip codes within the applicants' areas of service; requiring the Governor to include $350,000 in the annual budget bill for the Program; requiring the State Library Board, beginning December 1, 2024, to report every other year to the General Assembly on the effectiveness of the Program; etc.","This bill transfers the Baltimore City Young Readers Program and the Young Readers Matching Grant Program from the Department of Human Services to the Maryland State Library Agency. The Baltimore City program is renamed the Statewide Young Readers Program, expanding its reach throughout Maryland. The bill also clarifies that public libraries are eligible to apply for grants from the Young Readers Matching Grant Program, which supports the distribution of free, high-quality books to children, with a prioritization for children in low-income zip codes. The State Librarian is designated as the administrator for both programs.",True,2023.0,,550000.0,Maryland State Library Agency and the State Librarian,"Children across Maryland, particularly those in low-income zip codes, public libraries, and nonprofit early reader organizations.","The program is not particularly innovative in its approach, as it involves the distribution of free books and matching grants—well-established methods for promoting literacy. The bill primarily reassigns administration and expands the geographical scope and eligibility of existing programs rather than introducing new technologies or groundbreaking government approaches.",3,"The program has an indirect but significant potential to impact child poverty by improving early literacy and educational outcomes. The Young Readers Matching Grant Program specifically targets children in low-income zip codes, which is crucial for addressing educational disparities that contribute to the cycle of poverty. Enhanced literacy skills are foundational for academic success and future economic opportunity.",7
2023 Regular Session,HB0244,Estates and Trusts - Registers of Wills - Electronic Filing and Signatures,Requiring a register of wills to accept certain documents filed electronically through a system established by the register of wills; and prohibiting a register of wills from refusing to accept a document based on the manner in which it was signed.,"This bill requires Registers of Wills in Maryland to accept certain documents, excluding original wills, that are filed electronically through a system established by the register. It also prohibits a register of wills from refusing to accept any document based on the manner in which it was signed, thereby modernizing the filing process for estates and trusts.",False,2023.0,,,Registers of Wills,"Individuals, legal professionals, and fiduciaries who file documents related to estates and trusts, and the Registers of Wills offices throughout Maryland.","The bill mandates the acceptance of electronic filing and signatures, modernizing the administrative processes for Registers of Wills. This moves government services towards digital options, improving efficiency and accessibility for the public.",6,"This bill focuses on administrative procedures for filing documents related to estates and trusts, such as electronic filing and signature acceptance. It does not directly provide services, financial aid, or programs aimed at reducing child poverty.",1
2023 Regular Session,HB0245,Minority Business Enterprise Program - Reporting,"Requiring the Governor's Office of Small, Minority, and Women Business Affairs to include an attestation that all units required to report are represented in its annual report beginning December 31, 2023; requiring the Office to conduct a certain periodic audit to ensure the accuracy of the attestation; requiring a certain annual report to be submitted to the Joint Committee on Fair Practices and State Personnel Oversight; etc.","This bill modifies the reporting requirements for the Maryland Minority Business Enterprise Program. It requires the Governor’s Office of Small, Minority, and Women Business Affairs to include an attestation in its annual report, starting December 31, 2023, confirming that all required State units have submitted their reports. To ensure accuracy, the Office must conduct a periodic audit of Executive Branch entities every three years, beginning December 31, 2023, to identify all units subject to reporting. The bill also mandates that the annual report be submitted to the Joint Committee on Fair Practices and State Personnel Oversight. Additionally, the Office of State Procurement in the Department of General Services is required to maintain a list of the units that must report.",False,2023.0,,,"Governor’s Office of Small, Minority, and Women Business Affairs; Office of State Procurement in the Department of General Services","State government units, Governor's Office of Small, Minority, and Women Business Affairs, Office of State Procurement, certified minority business enterprises, prime contractors, subcontractors, and the Board of Public Works.","The bill enhances existing reporting and auditing mechanisms for compliance within the Minority Business Enterprise program. It introduces an attestation and periodic audit to improve accountability, but does not involve new technologies or fundamentally new approaches to government service delivery.",2,"This bill focuses on improving reporting and oversight for the Minority Business Enterprise program, which aims to increase opportunities for minority-owned businesses in state contracting. While the program's overall goal could indirectly foster economic development and employment, leading to broader societal benefits, the bill itself does not directly address child poverty through targeted services, financial assistance, or specific programs for children or families in poverty.",1
2023 Regular Session,HB0247,St. Mary's County - Transfer Tax - Sunset Extension,"Extending to October 1, 2028, the authority of the County Commissioners of St. Mary's County to impose a transfer tax on certain instruments of writing.","This bill extends the authority of the County Commissioners of St. Mary's County to impose a transfer tax on certain instruments of writing from October 1, 2024, to October 1, 2028.",False,,2028.0,,County Commissioners of St. Mary's County,Individuals and entities involved in real estate transactions in St. Mary's County.,"This bill is not innovative as it simply extends the sunset date for an existing transfer tax authority, a routine legislative action.",1,"The bill extends a transfer tax, which generates revenue for general county purposes. While county services funded by this revenue might indirectly support families, the tax itself does not directly target child poverty or provide specific services to alleviate it.",2
2023 Regular Session,HB0248,Baltimore County - Class B-ECF/DS (Education Conference Facility/Dining Service) License - Towson University,Authorizing the Board of License Commissioners for Baltimore County to issue a Class B-ECF/DS (Education Conference Facility/Dining Service) license for use at certain Towson University events.,"This bill authorizes the Baltimore County Board of License Commissioners to issue a Class B–ECF/DS (Education Conference Facility/Dining Service) beer, wine, and liquor license to Towson University. This license will allow Towson University to sell alcoholic beverages at university-related events catered by its dining services contractor on campus, similar to an existing license for the University of Maryland, Baltimore County.",False,2023.0,,,Board of License Commissioners for Baltimore County,"Towson University, its campus dining services contractor, and attendees of university-related events at Towson University",This bill is not innovative as it merely expands an existing alcoholic beverage license category to include an additional university. It is a minor regulatory adjustment.,1,This bill pertains to alcohol licensing at a university and has no direct or indirect impact on child poverty.,1
2023 Regular Session,HB0249,Baltimore City - Property Tax - Retroactive Exemption,"Authorizing a person who applies for certain property tax exemptions for real property in Baltimore City to request that the exemption be applied retroactively for up to 3 taxable years, subject to certain requirements; requiring Baltimore City and the State to pay a refund of excess real property taxes paid due to a retroactive exemption that is granted; and requiring the Baltimore City Department of Finance to submit a report on the number of requests made and the amounts refunded by December 1 each year from 2023 to 2027.","This bill authorizes individuals in Baltimore City to request that existing property tax exemptions be applied retroactively for up to three taxable years, provided they demonstrate good cause for not applying in a timely manner. If a retroactive exemption is granted, both Baltimore City and the State are required to refund any excess property taxes paid. The Baltimore City Department of Finance is mandated to submit annual reports to the Governor and General Assembly from December 2023 through December 2027, detailing the number of requests, approvals, and refunded amounts related to these retroactive exemptions. The act is an emergency measure, effective from April 24, 2023, and will be abrogated on December 31, 2026.",False,2023.0,2026.0,,"The Department (implied State Department of Assessments and Taxation), Baltimore City Solicitor, Baltimore City Department of Finance, and the State",Owners of real property in Baltimore City who are eligible for property tax exemptions but did not apply in a timely manner.,"This bill introduces a procedural change to allow retroactive application for existing property tax exemptions. While it provides a new opportunity for taxpayers, it does not employ new technologies or fundamentally alter governmental approaches, primarily adjusting administrative processes and timelines.",2,"This bill has the potential for an indirect impact on child poverty by providing property tax relief and refunds to eligible homeowners in Baltimore City. By reducing housing costs or returning overpaid taxes, it could free up household income for families, including those with children, potentially alleviating financial strain. However, it is not a direct program specifically targeted at child poverty reduction.",4
2023 Regular Session,HB0251,Baltimore City - Alcoholic Beverages - Class A-7 Licenses,"Repealing certain geographic and temporal restrictions on the issuance of Class A-7 beer, wine, and liquor licenses in Baltimore City.","This bill repeals certain geographic and temporal restrictions on the issuance of Class A–7 beer, wine, and liquor licenses in Baltimore City. Specifically, it removes the exemption for the 43rd legislative district and eliminates the prohibition on issuing these licenses after July 1, 2022. It also maintains that holders of valid Class B–D–7 licenses issued on or before July 1, 2018, may apply to exchange them for a Class A–7 license with approval from the Baltimore City Council. The annual license fee remains $1,500, and sales are permitted Monday through Sunday from 10 a.m. to midnight.",False,2023.0,,,"Baltimore City Board of License Commissioners (referred to as ""the Board"") and Baltimore City Council","Businesses and individuals seeking to obtain or exchange Class A–7 alcoholic beverage licenses in Baltimore City, existing Class B–D–7 license holders, and consumers and residents within Baltimore City.","This bill makes regulatory changes to alcoholic beverage licensing in Baltimore City by removing existing restrictions. It does not introduce any new technologies, innovative governmental approaches, or novel service delivery methods.",1,"The bill focuses exclusively on changes to alcoholic beverage licensing regulations. There is no direct mechanism or provision within the bill to address or impact child poverty. Any potential impact would be indirect through general economic activity, which is not a direct aim of this legislation.",1
2023 Regular Session,HB0253,Environment - On-Farm Composting Facilities - Permit Exemption,"Requiring the Department of the Environment to adopt regulations to exempt an on-farm composting facility from the requirement to obtain a permit if the on-farm composting facility uses 10,000 square feet of area or less for active food scrap composting, composts only certain materials, records the amount and source of off-site type 2 organics composted and the date and time the off-site type 2 organics arrived on the farm, retains the records for 5 years, provides records on request, and meets any other condition for a permit exemption; etc.","This bill requires the Maryland Department of the Environment to adopt regulations that exempt certain on-farm composting facilities from needing a permit, provided they meet specific conditions. These conditions include limitations on the area used for active food scrap composting (10,000 square feet or less), the types of organic materials composted (including on-site and specific off-site feedstocks), and record-keeping requirements. The Department must also require farm operators to provide written notice before conducting permit-exempt on-farm composting. The bill mandates a report by December 1, 2028, analyzing the impact of these facilities.",False,2023.0,,,Maryland Department of the Environment,"Operators of on-farm composting facilities, farms, agricultural businesses, and potentially the general public through waste diversion and environmental benefits.","The bill innovates by streamlining regulatory processes for on-farm composting, encouraging decentralized waste management, and promoting the creation of soil amendments. While the technology of composting is not new, the approach of creating specific permit exemptions to foster more widespread adoption of a sustainable practice is an administrative innovation. It also requires a future report to assess the impact and feasibility of further expansion.",4,"This bill primarily addresses environmental regulations for on-farm composting facilities. There is no direct mechanism or intent within the bill to impact child poverty, although indirectly, supporting agricultural operations could have very minor, diffuse economic benefits.",1
2023 Regular Session,HB0258,Caroline and Queen Anne's Counties - Alcoholic Beverages Licenses - Residency Requirement,Requiring that a certain applicant for an alcoholic beverages license in Caroline County be a resident of the State rather than a resident of the county; and requiring that a certain applicant for an alcoholic beverages license in Queen Anne's County be a resident of the State rather than a resident of the county.,"This bill modifies the residency requirements for applicants seeking alcoholic beverages licenses in Caroline and Queen Anne's Counties. Instead of requiring applicants to be residents of the specific county, the bill now requires at least one applicant to be a resident of the State of Maryland. The license remains valid as long as at least one applicant is a State resident.",False,2023.0,,,Local licensing boards in Caroline County and Queen Anne's County,"Applicants for alcoholic beverages licenses in Caroline and Queen Anne's Counties, and potentially businesses seeking to open establishments in these counties.","This bill makes a routine regulatory change to residency requirements for alcoholic beverage licenses. It does not introduce any new technologies, services, or novel approaches to government operations.",1,"This bill, by modifying residency requirements for alcoholic beverage license applicants, has no direct impact on child poverty. Its scope is entirely regulatory regarding business licensing.",1
2023 Regular Session,HB0260,Maryland Sign Language Interpreters Act,"Establishing a licensing and regulatory system for sign language interpreters under the State Board of Sign Language Interpreters in the Office of the Deaf and Hard of Hearing; establishing the Sign Language Interpreters Fund to be used exclusively to cover the documented direct and indirect costs of fulfilling the Board's duties, including development of programs to assist licensure of marginalized interpreters, development of certain mentorship programs, and financial assistance for certain applicants; etc.","This bill establishes a comprehensive licensing and regulatory system for sign language interpreters in Maryland under a newly created State Board of Sign Language Interpreters within the Office of the Deaf and Hard of Hearing. It outlines licensing requirements, exemptions, disciplinary actions, and a Sign Language Interpreters Fund to cover the Board's costs and support marginalized interpreters and those with financial hardship. The bill also details the Board's responsibilities, including developing specialist area criteria, regulating video remote interpreting, and maintaining a public database of interpreters. It includes provisions for provisional licenses, waivers for out-of-state licensees, and penalties for unlicensed practice, ultimately aiming to improve the quality and accessibility of sign language interpretation services in the state.",True,2025.0,2033.0,100000.0,State Board of Sign Language Interpreters within the Office of the Deaf and Hard of Hearing; Maryland Judiciary (for reporting),"Sign language interpreters, deaf and hard of hearing individuals, deafblind individuals, individuals using American Sign Language, organizations serving the deaf and hard of hearing, educational institutions, healthcare providers, legal entities, and the general public in Maryland.","The program establishes a new licensing and regulatory framework for sign language interpreters, which is a new approach to ensuring quality and accountability in this profession within Maryland. It includes innovative provisions like a fund specifically designed to assist marginalized interpreters (BIPOC signers, heritage signers, deaf individuals) and those experiencing financial hardship with licensing fees, as well as mentorship programs. The use of restorative justice programs for disciplinary actions and the development of a public, searchable database of interpreters also represent modern and innovative approaches to governance and service delivery.",7,"The bill does not directly address child poverty. Its primary focus is on regulating and licensing sign language interpreters and improving access to interpretation services for deaf and hard of hearing individuals. While better access to services (education, health, legal) could indirectly benefit families and potentially alleviate some financial burdens, the bill does not provide direct financial assistance, housing, food security, or other direct interventions for child poverty. However, the fund's provision for applicants experiencing financial hardship for licensing fees could indirectly support income stability for some interpreters, which might have a very indirect, minor positive impact on families.",2
2023 Regular Session,HB0261,Eligible Projects - Procurement of Construction Materials (Buy Clean Maryland Act),"Requiring producers of any cement or concrete mixture used in the construction of an eligible project to submit environmental product declarations to the Department of General Services by December 31, 2024; requiring the Department to establish a maximum acceptable global warming potential for certain categories of eligible materials by January 1, 2026; establishing an Environmental Product Declaration Assistance Fund to support the development of certain environmental product declarations; etc.","This bill, known as the Buy Clean Maryland Act, requires producers of cement and concrete mixtures used in state capital projects to submit Environmental Product Declarations (EPDs) to the Department of General Services (DGS). DGS will then establish and review maximum acceptable global warming potential (GWP) limits for these materials. State government units must include these GWP requirements in project solicitations, and contractors must submit EPDs before installing eligible materials. The bill also establishes a temporary Environmental Product Declaration Assistance Fund, administered by the Department of Commerce, to help producers develop EPDs. The overall goal is to continuously reduce greenhouse gas emissions in state construction projects.",True,2023.0,,,Department of General Services and Department of Commerce,"Producers of cement and concrete mixtures, contractors and bidders for state capital projects, state government units involved in procurement, and the general public through reduced greenhouse gas emissions.","The program introduces a novel approach to state procurement by integrating environmental performance (global warming potential) as a key criterion for construction materials. It mandates the use of Environmental Product Declarations (EPDs) to quantify environmental impact and establishes maximum GWP limits, pushing for a continuous reduction in greenhouse gas emissions from state projects. This shifts procurement beyond traditional cost-only considerations to include environmental sustainability.",8,"This bill focuses on environmental sustainability in state construction projects through procurement regulations. It does not directly provide financial aid, services, or opportunities designed to alleviate child poverty. Any potential impact on child poverty would be indirect, long-term, and diffuse through general environmental improvements.",1
2023 Regular Session,HB0262,Abandoned Vehicles - Secured Parties - Electronic Notification,"Authorizing a police department that takes an abandoned vehicle into custody to notify any secured party electronically if that form of notice is agreed to by the police department, the tower, and the secured party in a certain manner; and altering the application of a provision of law authorizing a police department to provide certain alternative public notice of custody of an abandoned vehicle to include circumstances where electronic notice is unacknowledged or undeliverable.","This bill authorizes police departments to send electronic notifications to secured parties (such as lienholders) when an abandoned vehicle is taken into custody, provided there is a prior agreement among the police department, the towing company, and the secured party. It also clarifies that if either the electronic notice is unacknowledged or undeliverable, or a certified mail notice is returned as undeliverable, then the police department must follow alternative public notice procedures by posting information in the circuit court.",False,2023.0,,,Police department; Motor Vehicle Administration (for records); towing companies,"Secured parties (e.g., financial institutions), vehicle owners, police departments, and towing companies.","The bill introduces the option for electronic notification to secured parties regarding abandoned vehicles, which modernizes a previously mail-based process. This streamlines communication and potentially speeds up administrative procedures.",5,"This bill focuses on administrative procedures for abandoned vehicles and their secured parties. It does not directly provide financial aid, services, or programs aimed at reducing child poverty. Any impact on child poverty would be extremely indirect and negligible.",1
2023 Regular Session,HB0263,St. Mary's County - Gaming - Senior Activity Centers,"Authorizing a certain senior activity center to conduct gaming events, bunco games, and card games in St. Mary's County; prohibiting a senior activity center in St. Mary's County from awarding prize money in excess of $50 to a winner in each session or charging a participant more than $25 to play one session; requiring any money that remains after prizes are awarded to be used to support future programming at the senior activity center; etc.","This bill authorizes senior activity centers in St. Mary's County to conduct certain gaming events, including bunco and card games, with specific limitations. These limitations include a maximum prize of $50 per session and a maximum charge of $25 per participant per session. Any money remaining after prizes are awarded must be used to support future programming at the senior activity center.",False,2023.0,,,Senior Activity Centers in St. Mary's County,"Senior citizens and their spouses in St. Mary's County who utilize senior activity centers, as well as the senior activity centers themselves.","This bill is not innovative. It adjusts local gaming laws to permit certain activities at existing senior activity centers, which is a regulatory change rather than the implementation of new technologies or novel governmental approaches.",1,This bill has no direct impact on child poverty. It focuses on authorizing gaming activities and fundraising for senior activity centers.,1
2023 Regular Session,HB0267,Family Law - Maryland Child Abduction Prevention Act,"Authorizing a court to order child abduction prevention measures if the court finds there is a credible risk of abduction of the child; authorizing certain parties to petition the court for child abduction prevention measures; requiring a petition to be verified, include a copy of any existing child custody determination, and specify the risk factors for abduction; requiring the court to consider certain evidence of a credible risk of abduction; establishing requirements for an abduction prevention order; etc.","This bill establishes the Maryland Child Abduction Prevention Act, authorizing courts in child custody proceedings to order specific measures to prevent child abduction. It outlines requirements for petitions seeking such measures, details factors for determining whether a credible risk of abduction exists (including abandonment of employment, selling primary residence, unusual financial activities, applying for travel documents, engaging in domestic violence, or ties to countries not compliant with international abduction conventions). The Act also specifies various prevention measures a court can order, such as travel restrictions, passport surrender, financial security bonds, and the issuance of warrants for the physical custody of a child in cases of imminent risk. The bill aims to standardize legal procedures for protecting children from abduction in custody disputes.",False,2023.0,,,"Maryland Courts and Law Enforcement (specifically, the courts are authorized to issue orders and law enforcement to execute warrants)","Children who are subjects of child custody determinations and are at risk of abduction; parents or guardians involved in child custody disputes; and legal professionals (judges, attorneys) handling these cases.","The bill establishes a new and comprehensive legal framework, the Maryland Child Abduction Prevention Act, to standardize and strengthen the ability of courts to prevent child abduction in custody cases. While it introduces a structured set of legal tools and criteria, it primarily relies on existing judicial and law enforcement mechanisms rather than employing novel technologies or fundamentally new government approaches.",3,"This bill focuses exclusively on legal procedures and prevention measures to address child abduction in the context of custody disputes. It does not include any provisions related to economic assistance, social services, employment, housing, or other factors that directly impact child poverty. Therefore, it has no direct impact on child poverty.",1
2023 Regular Session,HB0271,9–8–8 Trust Fund – Funding,"Requiring the Governor to include in the annual budget bill for fiscal year 2025 an appropriation of $12,000,000 to the 9-8-8 Trust Fund for the purpose of designating and maintaining 9-8-8 as the universal telephone number for a national suicide prevention and mental health crisis hotline and for developing and implementing a statewide initiative for the coordination and delivery of behavioral health crisis response services in the State.","This bill mandates that the Governor include an appropriation of $12,000,000 in the fiscal year 2025 budget bill for the 9–8–8 Trust Fund. The Fund's purpose is to reimburse costs associated with designating and maintaining 9–8–8 as the universal telephone number for a national suicide prevention and mental health crisis hotline, and for developing and implementing a statewide initiative for behavioral health crisis response services.",False,2024.0,,12000000.0,Maryland Department of Health,"Individuals in Maryland experiencing behavioral health crises, including mental health and suicide crises, and the general public who may need access to crisis response services.","The bill funds an existing federal initiative (9-8-8 hotline) and statewide behavioral health crisis response services, which are established approaches rather than employing new technologies or highly innovative government methods for 2023. The 9-8-8 system itself, while valuable, was established by federal law in 2020.",3,"The bill provides funding for behavioral health crisis response services, which can indirectly support families experiencing poverty by improving mental health and stability. However, it does not directly offer financial assistance or programs specifically designed to alleviate child poverty.",2
2023 Regular Session,HB0273,Health Occupations - Environmental Health Specialists - Revisions,Altering the education requirements for an applicant for licensure as an environmental health specialist; altering the grounds for which the Board may take disciplinary action against an applicant or a licensee to include misfeasance and malfeasance while performing the duties of an environmental health specialist; etc.,"This bill revises the regulations for environmental health specialists in Maryland. It modifies the education requirements for licensure applicants, adjusts the grounds for disciplinary action by the Board of Environmental Health Specialists, and includes ""aspects related to public health emergency preparedness"" within the scope of practice. It also allows the Board to approve external examination providers for licensure.",False,2023.0,,,Board of Environmental Health Specialists,"Environmental health specialists, applicants for environmental health specialist licensure, and the general public benefiting from regulated environmental health services.","The bill primarily updates existing regulatory frameworks and educational requirements for environmental health specialists. The most notable operational change is allowing the Board to approve external examination providers, which is an administrative update rather than an innovative use of new technologies or approaches to government.",2,"This bill regulates the licensing and conduct of environmental health specialists. While environmental health services contribute to overall public health, including that of children, the specific changes in this bill (education requirements, disciplinary actions, examination providers) are administrative and regulatory. They do not directly establish programs or allocate resources specifically aimed at alleviating child poverty. Any impact would be very indirect, through improved public health outcomes potentially benefiting all segments of the population.",1
2023 Regular Session,HB0276,Education - Libraries - Funding,Providing certain funding for each county public library system for fiscal year 2028 and each fiscal year thereafter.,"This bill increases the per-resident funding provided by the State to each county public library system for operating and capital expenses, starting from fiscal year 2024 and continuing into future fiscal years.",False,2024.0,,,"County public library systems, with funding provided by the State of Maryland","Residents of Maryland counties who use public library services, and county public library systems.",This bill primarily adjusts the funding formula for county public libraries and does not introduce new technologies or innovative approaches to government services.,1,"The bill increases funding for county public library systems, which can indirectly benefit children in poverty by providing enhanced access to educational resources, internet, and safe spaces. However, it does not establish a direct program or intervention specifically aimed at alleviating child poverty.",4
2023 Regular Session,HB0277,Montgomery County – Alcoholic Beverages – Holders of Class B–BWL (Clubhouse/Lodge) License and Class 7 Micro–Brewery License MC 16–23,Providing that the restriction on holding or having a financial interest in other retail alcoholic beverages licenses for holders of a Class 7 micro-brewery license does not apply to a holder of a Class B-BWL (clubhouse/lodge) license in Montgomery County who is issued a Class 7 micro-brewery license.,"This bill creates an exception to the restriction on holding or having a financial interest in other retail alcoholic beverages licenses for holders of a Class 7 micro-brewery license in Montgomery County. Specifically, this restriction will not apply to a holder of a Class B-BWL (clubhouse/lodge) license who is also issued a Class 7 micro-brewery license.",False,2023.0,,,Montgomery County Alcohol Beverage Services; Montgomery County Board of License Commissioners,Holders of Class B-BWL (clubhouse/lodge) licenses and Class 7 micro-brewery licenses in Montgomery County.,"This bill makes a specific regulatory change to alcoholic beverage licensing in Montgomery County, creating an exception for certain license holders. It does not introduce any new technologies or novel approaches to government.",1,This bill's focus on alcoholic beverage licensing rules has no direct impact on child poverty.,1
