ZIP,INSAGNT1,BKCLASS,CNTRYNAB,ZIPBR,CHRTAGNT,MSABR,UNINUMBR,STNAME,SIMS_ESTABLISHED_DATE,YEAR,CHRTAGNN,BRSERTYP,STNUMBR,SIMS_DESCRIPTION,FDICDBS,DOCKET,CNTRYNA,NAMEHCR,UNIT,OCCDIST,DEPSUM,DEPDOM,ESCROW,CITY2BR,HCTMULT,INSURED,SIMS_PROJECTION,BRCENM,CHARTER,BKMO,CONSOLD,DIVISIONB,ADDRESS,CSABR,DEPSUMBR,RSSDHCR,CNTYNUMB,CERT,SIMS_LATITUDE,STALP,SPECGRP,CALL,DENOVO,FDICNAME,RSSDID,NAMEBR,METROBR,NECNAMB,CNTYNAMB,SPECDESC,OCCNAME,NECTABR,SIMS_ACQUIRED_DATE,MICROBR,ZIP_RAW,ZIPBR_RAW,BRNUM,CB,STALPBR,USA,STNAMEBR,FED,REGAGNT,FEDNAME,ASSET,INSBRTS,PLACENUM,ADDRESBR,SIMS_LONGITUDE,INSBRDD,CITYHCR,STCNTY,CSANAMBR,CITY,CLCODE,STCNTYBR,CBSA_DIV_NAMB,MSANAMB,NAMEFULL,CITYBR,STALPHCR,ID
43240,DIF,N,United States,23221,OCC,0,644978,Ohio,03/29/2022,2024,Comptroller of the Currency,11,51,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Richmond,MULT,CB,EXACT,"",FED,0,,0,1111 Polaris Pkwy,0,34746,1039502,159,628,37.5566079828686,OH,1,CALL,0,Chicago,852218,Carytown Exchange Branch,0,,Richmond,INTERNATIONAL,Large Bank,,"",0,43240,23221,8846,0,VA,1,Virginia,4,OCC,Cleveland,3510536000,,0,3540 W Cary St,-77.4882030009703,,NEW YORK,39041,"",Columbus,3,51159,"","","JPMorgan Chase Bank, National Association",Richmond,NY,2024_628_8846
43240,DIF,N,United States,15642,OCC,38300,644982,Ohio,03/22/2022,2024,Comptroller of the Currency,11,42,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Irwin,MULT,CB,EXACT,"",FED,0,,0,1111 Polaris Pkwy,430,14781,1039502,129,628,40.3233689862878,OH,1,CALL,0,Chicago,852218,Irwin Branch,1,,Westmoreland,INTERNATIONAL,Large Bank,,"",0,43240,15642,8850,0,PA,1,Pennsylvania,4,OCC,Cleveland,3510536000,,0,9399 State Route 30,-79.6985449826804,,NEW YORK,39041,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Columbus,3,42129,"","Pittsburgh, PA","JPMorgan Chase Bank, National Association",Irwin,NY,2024_628_8850
28202,DIF,N,United States,21029,OCC,12580,457024,North Carolina,11/06/2006,2024,Comptroller of the Currency,11,24,100.0,5,0,United States,BANK OF AMERICA CORPORATION,0,6,0,1901769000,,Clarksville,MULT,CB,EXACT,"",FED,0,,0,100 N Tryon St,548,221222,1073757,27,3510,39.2061159849195,NC,9,CALL,0,Atlanta,480228,Clarksville Branch,1,,Howard,ALL OTHER > $1 BILLION,Large Bank,,"",0,28202,21029,8865,0,MD,1,Maryland,5,OCC,Richmond,2550584000,,0,6390 Ten Oaks Rd,-76.9434429970307,,CHARLOTTE,37119,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Charlotte,3,24027,"","Baltimore-Columbia-Towson, MD","Bank of America, National Association",Clarksville,NC,2024_3510_8865
43240,DIF,N,United States,20191,OCC,47900,647824,Ohio,06/28/2022,2024,Comptroller of the Currency,11,51,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Reston,MULT,CB,EXACT,"",FED,0,,11694,1111 Polaris Pkwy,548,82750,1039502,59,628,38.9491269173795,OH,1,CALL,0,Chicago,852218,Reston Branch,1,,Fairfax,INTERNATIONAL,Large Bank,,"",0,43240,20191,8878,0,VA,1,Virginia,4,OCC,Cleveland,3510536000,,0,2037 Fulton Pl,-77.3583308595039,,NEW YORK,39041,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Columbus,3,51059,"Arlington-Alexandria-Reston, VA-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","JPMorgan Chase Bank, National Association",Reston,NY,2024_628_8878
28202,DIF,N,United States,20148,OCC,47900,458281,North Carolina,01/16/2007,2024,Comptroller of the Currency,11,51,100.0,5,0,United States,BANK OF AMERICA CORPORATION,0,6,0,1901769000,,Ashburn,MULT,CB,EXACT,"",FED,0,,11694,100 N Tryon St,548,224850,1073757,107,3510,39.0077760159074,NC,9,CALL,0,Atlanta,480228,Broadlands South Branch,1,,Loudoun,ALL OTHER > $1 BILLION,Large Bank,,"",0,28202,20148,8882,0,VA,1,Virginia,5,OCC,Richmond,2550584000,,0,43315 Southern Walk Plz,-77.5029939587708,,CHARLOTTE,37119,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Charlotte,3,51107,"Arlington-Alexandria-Reston, VA-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Bank of America, National Association",Ashburn,NC,2024_3510_8882
43240,DIF,N,United States,15222,OCC,38300,647930,Ohio,07/12/2022,2024,Comptroller of the Currency,11,42,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Pittsburgh,MULT,CB,EXACT,"",FED,0,,0,1111 Polaris Pkwy,430,8684,1039502,3,628,40.4411099992884,OH,1,CALL,0,Chicago,852218,Market Square Branch,1,,Allegheny,INTERNATIONAL,Large Bank,,"",0,43240,15222,8884,0,PA,1,Pennsylvania,4,OCC,Cleveland,3510536000,,0,26 Market Sq,-80.0031020212933,,NEW YORK,39041,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Columbus,3,42003,"","Pittsburgh, PA","JPMorgan Chase Bank, National Association",Pittsburgh,NY,2024_628_8884
28202,DIF,N,United States,19121,OCC,37980,459417,North Carolina,12/11/2006,2024,Comptroller of the Currency,11,42,100.0,5,0,United States,BANK OF AMERICA CORPORATION,0,6,0,1901769000,,Philadelphia,MULT,CB,EXACT,"",FED,0,,37964,100 N Tryon St,428,89493,1073757,101,3510,39.9779769917847,NC,9,CALL,0,Atlanta,480228,Temple Branch,1,,Philadelphia,ALL OTHER > $1 BILLION,Large Bank,,"",0,28202,19121,8885,0,PA,1,Pennsylvania,5,OCC,Richmond,2550584000,,0,"1600 N Broad St, Ste 11",-75.1584530133561,,CHARLOTTE,37119,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Charlotte,3,42101,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Bank of America, National Association",Philadelphia,NC,2024_3510_8885
43240,DIF,N,United States,15146,OCC,38300,649685,Ohio,08/02/2022,2024,Comptroller of the Currency,11,42,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Monroeville,MULT,CB,EXACT,"",FED,0,,0,1111 Polaris Pkwy,430,27909,1039502,3,628,40.4393689941798,OH,1,CALL,0,Chicago,852218,Monroeville Branch,1,,Allegheny,INTERNATIONAL,Large Bank,,"",0,43240,15146,8887,0,PA,1,Pennsylvania,4,OCC,Cleveland,3510536000,,0,4163 William Penn Hwy,-79.7649259677925,,NEW YORK,39041,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Columbus,3,42003,"","Pittsburgh, PA","JPMorgan Chase Bank, National Association",Monroeville,NY,2024_628_8887
43240,DIF,N,United States,21042,OCC,12580,650203,Ohio,08/23/2022,2024,Comptroller of the Currency,11,24,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Ellicott City,MULT,CB,EXACT,"",FED,0,,0,1111 Polaris Pkwy,548,65225,1039502,27,628,39.2767830143109,OH,1,CALL,0,Chicago,852218,Ellicott City Branch,1,,Howard,INTERNATIONAL,Large Bank,,"",0,43240,21042,8894,0,MD,1,Maryland,4,OCC,Cleveland,3510536000,,0,9245 Baltimore National Pike,-76.8302579675011,,NEW YORK,39041,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Columbus,3,24027,"","Baltimore-Columbia-Towson, MD","JPMorgan Chase Bank, National Association",Ellicott City,NY,2024_628_8894
28202,DIF,N,United States,22407,OCC,47900,462450,North Carolina,03/19/2007,2024,Comptroller of the Currency,11,51,100.0,5,0,United States,BANK OF AMERICA CORPORATION,0,6,0,1901769000,,Fredericksburg,MULT,CB,EXACT,"",FED,0,,11694,100 N Tryon St,548,91936,1073757,177,3510,38.2257060186126,NC,9,CALL,0,Atlanta,480228,Cosners Corner Branch,1,,Spotsylvania,ALL OTHER > $1 BILLION,Large Bank,,"",0,28202,22407,8896,0,VA,1,Virginia,5,OCC,Richmond,2550584000,,0,10065 Patriot Hwy,-77.5049559946661,,CHARLOTTE,37119,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Charlotte,3,51177,"Arlington-Alexandria-Reston, VA-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Bank of America, National Association",Fredericksburg,NC,2024_3510_8896
43240,DIF,N,United States,19031,OCC,37980,650286,Ohio,08/30/2022,2024,Comptroller of the Currency,11,42,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Flourtown,MULT,CB,EXACT,"",FED,0,,33874,1111 Polaris Pkwy,428,23453,1039502,91,628,40.1027189894126,OH,1,CALL,0,Chicago,852218,Flourtown Branch,1,,Montgomery,INTERNATIONAL,Large Bank,,"",0,43240,19031,8898,0,PA,1,Pennsylvania,4,OCC,Cleveland,3510536000,,0,1400 Bethlehem Pike,-75.212628019607,,NEW YORK,39041,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Columbus,3,42091,"Montgomery County-Bucks County-Chester County, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","JPMorgan Chase Bank, National Association",Flourtown,NY,2024_628_8898
43240,DIF,N,United States,21061,OCC,12580,650486,Ohio,09/27/2022,2024,Comptroller of the Currency,11,24,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Glen Burnie,MULT,CB,EXACT,"",FED,0,,0,1111 Polaris Pkwy,548,26658,1039502,3,628,39.1919379956983,OH,1,CALL,0,Chicago,852218,Glen Burnie Chesapeake Square Branch,1,,Anne Arundel,INTERNATIONAL,Large Bank,,"",0,43240,21061,8902,0,MD,1,Maryland,4,OCC,Cleveland,3510536000,,0,6712 Ritchie Hwy,-76.6143080390125,,NEW YORK,39041,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Columbus,3,24003,"","Baltimore-Columbia-Towson, MD","JPMorgan Chase Bank, National Association",Glen Burnie,NY,2024_628_8902
43240,DIF,N,United States,19428,OCC,37980,650564,Ohio,10/04/2022,2024,Comptroller of the Currency,11,42,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Conshohocken,MULT,CB,EXACT,"",FED,0,,33874,1111 Polaris Pkwy,428,30797,1039502,91,628,40.0945270201632,OH,1,CALL,0,Chicago,852218,Conshohocken Branch,1,,Montgomery,INTERNATIONAL,Large Bank,,"",0,43240,19428,8904,0,PA,1,Pennsylvania,4,OCC,Cleveland,3510536000,,0,317 W Ridge Pike,-75.2911709785886,,NEW YORK,39041,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Columbus,3,42091,"Montgomery County-Bucks County-Chester County, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","JPMorgan Chase Bank, National Association",Conshohocken,NY,2024_628_8904
43240,DIF,N,United States,20148,OCC,47900,652055,Ohio,11/01/2022,2024,Comptroller of the Currency,11,51,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Ashburn,MULT,CB,EXACT,"",FED,0,,11694,1111 Polaris Pkwy,548,52070,1039502,107,628,39.0251499829,OH,1,CALL,0,Chicago,852218,Ashburn Branch,1,,Loudoun,INTERNATIONAL,Large Bank,,"",0,43240,20148,8915,0,VA,1,Virginia,4,OCC,Cleveland,3510536000,,0,43200 Broadlands Center Plz,-77.5081589713265,,NEW YORK,39041,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Columbus,3,51107,"Arlington-Alexandria-Reston, VA-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","JPMorgan Chase Bank, National Association",Ashburn,NY,2024_628_8915
43240,DIF,N,United States,21401,OCC,12580,652322,Ohio,11/15/2022,2024,Comptroller of the Currency,11,24,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Annapolis,MULT,CB,EXACT,"",FED,0,,0,1111 Polaris Pkwy,548,39878,1039502,3,628,38.9786779875768,OH,1,CALL,0,Chicago,852218,Annapolis Branch,1,,Anne Arundel,INTERNATIONAL,Large Bank,,"",0,43240,21401,8922,0,MD,1,Maryland,4,OCC,Cleveland,3510536000,,0,2307 Forest Dr,-76.5436610004602,,NEW YORK,39041,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Columbus,3,24003,"","Baltimore-Columbia-Towson, MD","JPMorgan Chase Bank, National Association",Annapolis,NY,2024_628_8922
43240,DIF,N,United States,20001,OCC,47900,652323,Ohio,11/16/2022,2024,Comptroller of the Currency,11,11,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Washington,MULT,CB,EXACT,"",FED,0,,47764,1111 Polaris Pkwy,548,17447,1039502,1,628,38.908433112739,OH,1,CALL,0,Chicago,852218,Shaw O Street Branch,1,,District Of Columbia,INTERNATIONAL,Large Bank,,"",0,43240,20001,8923,0,DC,1,District Of Columbia,4,OCC,Cleveland,3510536000,,0,850 O St Nw,-77.023738779604,,NEW YORK,39041,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Columbus,3,11001,"Washington, DC-MD","Washington-Arlington-Alexandria, DC-VA-MD-WV","JPMorgan Chase Bank, National Association",Washington,NY,2024_628_8923
43240,DIF,N,United States,20110,OCC,47900,652324,Ohio,11/15/2022,2024,Comptroller of the Currency,11,51,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Manassas,MULT,CB,EXACT,"",FED,0,,11694,1111 Polaris Pkwy,548,28963,1039502,683,628,38.7493349931898,OH,1,CALL,0,Chicago,852218,Manassas Branch,1,,Manassas (City),INTERNATIONAL,Large Bank,,"",0,43240,20110,8924,0,VA,1,Virginia,4,OCC,Cleveland,3510536000,,0,9560 Liberia Ave,-77.4498599848942,,NEW YORK,39041,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Columbus,3,51683,"Arlington-Alexandria-Reston, VA-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","JPMorgan Chase Bank, National Association",Manassas,NY,2024_628_8924
43240,DIF,N,United States,23510,OCC,47260,652325,Ohio,11/08/2022,2024,Comptroller of the Currency,11,51,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Norfolk,MULT,CB,EXACT,"",FED,0,,0,1111 Polaris Pkwy,545,26287,1039502,710,628,36.8475330047531,OH,1,CALL,0,Chicago,852218,Downtown Norfolk Branch,1,,Norfolk (City),INTERNATIONAL,Large Bank,,"",0,43240,23510,8925,0,VA,1,Virginia,4,OCC,Cleveland,3510536000,,0,150 Granby St,-76.2913079635665,,NEW YORK,39041,"Virginia Beach-Chesapeake, VA-NC",Columbus,3,51710,"","Virginia Beach-Chesapeake-Norfolk, VA-NC","JPMorgan Chase Bank, National Association",Norfolk,NY,2024_628_8925
43240,DIF,N,United States,19709,OCC,37980,652343,Ohio,11/15/2022,2024,Comptroller of the Currency,11,10,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Middletown,MULT,CB,StreetAddress,"",FED,0,,48864,1111 Polaris Pkwy,428,39539,1039502,3,628,39.4527183023327,OH,1,CALL,0,Chicago,852218,Middletown Branch,1,,New Castle,INTERNATIONAL,Large Bank,,"",0,43240,19709,8926,0,DE,1,Delaware,4,OCC,Cleveland,3510536000,,0,490 Middletown Warwick Rd,-75.7242387043466,,NEW YORK,39041,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Columbus,3,10003,"Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","JPMorgan Chase Bank, National Association",Middletown,NY,2024_628_8926
43240,DIF,N,United States,21215,OCC,12580,652429,Ohio,11/29/2022,2024,Comptroller of the Currency,11,24,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Baltimore,MULT,CB,StreetAddress,"",FED,0,,0,1111 Polaris Pkwy,548,4783,1039502,510,628,39.3190450556191,OH,1,CALL,0,Chicago,852218,Mondawmin Mall Branch,1,,Baltimore (City),INTERNATIONAL,Large Bank,,"",0,43240,21215,8927,0,MD,1,Maryland,4,OCC,Cleveland,3510536000,,0,2415 Liberty Heights Ave,-76.6552444179525,,NEW YORK,39041,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Columbus,3,24510,"","Baltimore-Columbia-Towson, MD","JPMorgan Chase Bank, National Association",Baltimore,NY,2024_628_8927
43240,DIF,N,United States,22124,OCC,47900,652431,Ohio,11/29/2022,2024,Comptroller of the Currency,11,51,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Oakton,MULT,CB,EXACT,"",FED,0,,11694,1111 Polaris Pkwy,548,63203,1039502,59,628,38.881902964265,OH,1,CALL,0,Chicago,852218,Oakton Shopping Center Branch,1,,Fairfax,INTERNATIONAL,Large Bank,,"",0,43240,22124,8929,0,VA,1,Virginia,4,OCC,Cleveland,3510536000,,0,2936 Chain Bridge Rd,-77.2999229083303,,NEW YORK,39041,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Columbus,3,51059,"Arlington-Alexandria-Reston, VA-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","JPMorgan Chase Bank, National Association",Oakton,NY,2024_628_8929
43240,DIF,N,United States,20176,OCC,47900,652433,Ohio,11/29/2022,2024,Comptroller of the Currency,11,51,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Leesburg,MULT,CB,EXACT,"",FED,0,,11694,1111 Polaris Pkwy,548,39817,1039502,107,628,39.1079929839391,OH,1,CALL,0,Chicago,852218,Leesburg Branch,1,,Loudoun,INTERNATIONAL,Large Bank,,"",0,43240,20176,8931,0,VA,1,Virginia,4,OCC,Cleveland,3510536000,,0,541 E Market St,-77.5514410238487,,NEW YORK,39041,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Columbus,3,51107,"Arlington-Alexandria-Reston, VA-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","JPMorgan Chase Bank, National Association",Leesburg,NY,2024_628_8931
43240,DIF,N,United States,18101,OCC,10900,652434,Ohio,11/29/2022,2024,Comptroller of the Currency,11,42,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Allentown,MULT,CB,EXACT,"",FED,0,,0,1111 Polaris Pkwy,106,23832,1039502,77,628,40.604348988554,OH,1,CALL,0,Chicago,852218,Linden And 7Th Branch,1,,Lehigh,INTERNATIONAL,Large Bank,,"",0,43240,18101,8932,0,PA,1,Pennsylvania,4,OCC,Cleveland,3510536000,,0,107 N. 7th Street,-75.472144985326,,NEW YORK,39041,"Allentown-Bethlehem-East Stroudsburg, PA-NJ",Columbus,3,42077,"","Allentown-Bethlehem-Easton, PA-NJ","JPMorgan Chase Bank, National Association",Allentown,NY,2024_628_8932
43240,DIF,N,United States,22306,OCC,47900,652436,Ohio,11/29/2022,2024,Comptroller of the Currency,11,51,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Alexandria,MULT,CB,EXACT,"",FED,0,,11694,1111 Polaris Pkwy,548,37585,1039502,59,628,38.7743509089455,OH,1,CALL,0,Chicago,852218,Alexandria Branch,1,,Fairfax,INTERNATIONAL,Large Bank,,"",0,43240,22306,8934,0,VA,1,Virginia,4,OCC,Cleveland,3510536000,,0,6615 Richmond Hwy,-77.0800852855109,,NEW YORK,39041,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Columbus,3,51059,"Arlington-Alexandria-Reston, VA-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","JPMorgan Chase Bank, National Association",Alexandria,NY,2024_628_8934
28202,DIF,N,United States,19107,OCC,37980,469280,North Carolina,09/24/2007,2024,Comptroller of the Currency,11,42,100.0,5,0,United States,BANK OF AMERICA CORPORATION,0,6,0,1901769000,,Philadelphia,MULT,CB,StreetAddress,"",FED,0,,37964,100 N Tryon St,428,195009,1073757,101,3510,39.949889905705,NC,9,CALL,0,Atlanta,480228,10Th And Chestnut Branch,1,,Philadelphia,ALL OTHER > $1 BILLION,Large Bank,,"",0,28202,19107,8937,0,PA,1,Pennsylvania,5,OCC,Richmond,2550584000,,0,932 Chestnut St,-75.1564416622086,,CHARLOTTE,37119,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Charlotte,3,42101,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Bank of America, National Association",Philadelphia,NC,2024_3510_8937
43240,DIF,N,United States,23231,OCC,40060,652563,Ohio,12/06/2022,2024,Comptroller of the Currency,11,51,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Henrico,MULT,CB,EXACT,"",FED,0,,0,1111 Polaris Pkwy,0,11270,1039502,87,628,37.5268430065023,OH,1,CALL,0,Chicago,852218,S Laburnum And White Oak Branch,1,,Henrico,INTERNATIONAL,Large Bank,,"",0,43240,23231,8939,0,VA,1,Virginia,4,OCC,Cleveland,3510536000,,0,4510 S Laburnum Ave,-77.3562209668365,,NEW YORK,39041,"",Columbus,3,51087,"","Richmond, VA","JPMorgan Chase Bank, National Association",Richmond,NY,2024_628_8939
43240,DIF,N,United States,19139,OCC,37980,652564,Ohio,12/06/2022,2024,Comptroller of the Currency,11,42,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Philadelphia,MULT,CB,EXACT,"",FED,0,,37964,1111 Polaris Pkwy,428,7670,1039502,101,628,39.9595290096288,OH,1,CALL,0,Chicago,852218,West Philadelphia Branch,1,,Philadelphia,INTERNATIONAL,Large Bank,,"",0,43240,19139,8940,0,PA,1,Pennsylvania,4,OCC,Cleveland,3510536000,,0,15 S 52nd St,-75.2246960323419,,NEW YORK,39041,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Columbus,3,42101,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","JPMorgan Chase Bank, National Association",Philadelphia,NY,2024_628_8940
43240,DIF,N,United States,23185,OCC,47260,652566,Ohio,12/06/2022,2024,Comptroller of the Currency,11,51,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Williamsburg,MULT,CB,EXACT,"",FED,0,,0,1111 Polaris Pkwy,545,21771,1039502,830,628,37.2723489800805,OH,1,CALL,0,Chicago,852218,Colonial Williamsburg Branch,1,,Williamsburg (City),INTERNATIONAL,Large Bank,,"",0,43240,23185,8942,0,VA,1,Virginia,4,OCC,Cleveland,3510536000,,0,202 N Henry St,-76.7062860153179,,NEW YORK,39041,"Virginia Beach-Chesapeake, VA-NC",Columbus,3,51830,"","Virginia Beach-Chesapeake-Norfolk, VA-NC","JPMorgan Chase Bank, National Association",Williamsburg,NY,2024_628_8942
43240,DIF,N,United States,20059,OCC,47900,652577,Ohio,12/13/2022,2024,Comptroller of the Currency,11,11,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Washington,MULT,CB,EXACT,"",FED,0,,47764,1111 Polaris Pkwy,548,15575,1039502,1,628,38.919323090892,OH,1,CALL,0,Chicago,852218,Georgia Ave And W St Branch,1,,District Of Columbia,INTERNATIONAL,Large Bank,,"",0,43240,20059,8945,0,DC,1,District Of Columbia,4,OCC,Cleveland,3510536000,,0,2201 Georgia Ave Nw,-77.021533668517,,NEW YORK,39041,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Columbus,3,11001,"Washington, DC-MD","Washington-Arlington-Alexandria, DC-VA-MD-WV","JPMorgan Chase Bank, National Association",Washington,NY,2024_628_8945
43240,DIF,N,United States,15132,OCC,38300,652672,Ohio,12/06/2022,2024,Comptroller of the Currency,11,42,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,McKeesport,MULT,CB,EXACT,"",FED,0,,0,1111 Polaris Pkwy,430,5037,1039502,3,628,40.3220700008432,OH,1,CALL,0,Chicago,852218,Mckeesport Branch,1,,Allegheny,INTERNATIONAL,Large Bank,,"",0,43240,15132,8948,0,PA,1,Pennsylvania,4,OCC,Cleveland,3510536000,,0,"4313 Walnut St, Ste 500",-79.8330160229621,,NEW YORK,39041,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Columbus,3,42003,"","Pittsburgh, PA","JPMorgan Chase Bank, National Association",Mckeesport,NY,2024_628_8948
43240,DIF,N,United States,22192,OCC,47900,652883,Ohio,01/10/2023,2024,Comptroller of the Currency,11,51,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Woodbridge,MULT,CB,StreetAddress,"",FED,0,,11694,1111 Polaris Pkwy,548,36367,1039502,153,628,38.6361911919825,OH,1,CALL,0,Chicago,852218,Potomac Mills Branch,1,,Prince William,INTERNATIONAL,Large Bank,,"",0,43240,22192,8954,0,VA,1,Virginia,4,OCC,Cleveland,3510536000,,0,14341 Potomac Mills Rd,-77.2961970857801,,NEW YORK,39041,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Columbus,3,51153,"Arlington-Alexandria-Reston, VA-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","JPMorgan Chase Bank, National Association",Woodbridge,NY,2024_628_8954
43240,DIF,N,United States,15238,OCC,38300,654757,Ohio,02/14/2023,2024,Comptroller of the Currency,11,42,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Pittsburgh,MULT,CB,EXACT,"",FED,0,,0,1111 Polaris Pkwy,430,6455,1039502,3,628,40.5385170180996,OH,1,CALL,0,Chicago,852218,Harmar Branch,1,,Allegheny,INTERNATIONAL,Large Bank,,"",0,43240,15238,8956,0,PA,1,Pennsylvania,4,OCC,Cleveland,3510536000,,0,10 Anchor Dr,-79.8389700240637,,NEW YORK,39041,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Columbus,3,42003,"","Pittsburgh, PA","JPMorgan Chase Bank, National Association",Pittsburgh,NY,2024_628_8956
43240,DIF,N,United States,23517,OCC,47260,654817,Ohio,12/06/2022,2024,Comptroller of the Currency,11,51,100.0,9,0,United States,JPMORGAN CHASE & CO.,0,6,0,2008751000,,Norfolk,MULT,CB,EXACT,"",FED,0,,0,1111 Polaris Pkwy,545,25384,1039502,710,628,36.8705839928568,OH,1,CALL,0,Chicago,852218,Ghent Branch,1,,Norfolk (City),INTERNATIONAL,Large Bank,,"",0,43240,23517,8961,0,VA,1,Virginia,4,OCC,Cleveland,3510536000,,0,777 W 21st St,-76.2959500291832,,NEW YORK,39041,"Virginia Beach-Chesapeake, VA-NC",Columbus,3,51710,"","Virginia Beach-Chesapeake-Norfolk, VA-NC","JPMorgan Chase Bank, National Association",Norfolk,NY,2024_628_8961
